Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
umc1963,4,"27,757,462","27,757,813",90.6,"23,036,050","31,428,246",-----
IDP5919,4,"28,811,932","28,813,105",90.6,"23,036,050","31,428,246",-----
TIDP4593,4,"28,829,527","28,834,473",90.6,"23,036,050","31,428,246",-----
TIDP6353,4,"28,980,041","28,982,192",90.6,"23,036,050","31,428,246",-----
IDP2558,4,"29,192,464","29,193,500",90.6,"23,036,050","31,428,246",-----
TIDP8759,4,"29,193,930","29,194,920",90.6,"23,036,050","31,428,246",-----
IDP7171,4,"30,925,407","30,926,429",90.6,"23,036,050","31,428,246",-----
TIDP4567,4,"31,101,575","31,102,421",90.6,"23,036,050","31,428,246",-----
bnlg490,4,"31,323,581","31,324,066",90.6,"23,036,050","31,428,246",-----
IDP7701,4,"31,380,520","31,382,048",91.4,"31,272,143","34,980,121",-----
TIDP2780,4,"31,574,699","31,578,820",91.4,"31,272,143","34,980,121",-----
TIDP9212,4,"32,249,063","32,250,554",91.4,"31,272,143","34,980,121",-----
umc1969,4,"32,251,206","32,251,637",91.4,"31,272,143","34,980,121",-----
TIDP5121,4,"32,530,137","32,531,578",91.4,"31,272,143","34,980,121",-----
TIDP9218,4,"34,018,679","34,024,623",91.4,"31,272,143","34,980,121",-----
TIDP3148,4,"34,554,723","34,555,284",91.4,"31,272,143","34,980,121",-----
IDP6038,4,"34,856,284","34,857,436",91.4,"31,272,143","34,980,121",-----
TIDP5767,4,"34,920,658","34,921,990",91.4,"31,272,143","34,980,121",-----
IDP7268,4,"34,928,812","34,933,411",92.2,"34,828,350","36,545,436",-----
TIDP5778,4,"35,540,808","35,541,792",96.1,"36,299,524","36,545,436","757,732"
TIDP2894,4,"35,575,487","35,578,041",96.1,"36,299,524","36,545,436","721,483"
TIDP7046,4,"35,761,078","35,762,979",96.1,"36,299,524","36,545,436","536,545"
umc2282,4,"36,124,099","36,124,506",96.1,"36,299,524","36,545,436","175,018"
IDP68,4,"36,417,637","36,419,354",96.5,"36,460,065","40,458,411","40,711"
TIDP2650,4,"36,515,086","36,516,800",96.1,"36,299,524","36,545,436",-----
IDP7341,4,"36,516,763","36,518,870",93.9,"34,828,350","35,542,811","973,952"
TIDP4582,4,"36,882,801","36,883,643",96.5,"36,460,065","40,458,411",-----
IDP4448,4,"37,016,614","37,018,032",96.5,"36,460,065","40,458,411",-----
TIDP6458,4,"37,258,309","37,259,693",96.5,"36,460,065","40,458,411",-----
IDP5978,4,"37,296,802","37,297,701",96.5,"36,460,065","40,458,411",-----
IDP8574,4,"38,105,642","38,107,270",96.5,"36,460,065","40,458,411",-----
IDP7389,4,"38,289,368","38,291,614",96.5,"36,460,065","40,458,411",-----
IDP7229,4,"39,331,693","39,333,991",96.5,"36,460,065","40,458,411",-----
TIDP6241,4,"39,551,842","39,552,555",96.5,"36,460,065","40,458,411",-----
TIDP5280,4,"40,356,809","40,358,586",97.3,"39,514,619","45,743,834",-----
IDP526,4,"41,783,841","41,785,923",97.3,"39,514,619","45,743,834",-----
bnlg1217,4,"41,977,452","41,978,277",97.3,"39,514,619","45,743,834",-----
umc1964,4,"42,102,039","42,102,673",100.1,"43,071,987","60,339,240","969,314"
umc1303,4,"42,146,791","42,147,603",97.3,"39,514,619","45,743,834",-----
IDPCP85552,4,"43,130,837","43,132,435",99.1,"42,016,247","46,634,290",-----
TIDP6664,4,"44,957,816","44,958,893",100.1,"43,071,987","60,339,240",-----
IDP4251,4,"45,129,563","45,130,271",100.1,"43,071,987","60,339,240",-----
IDP416,4,"45,670,966","45,671,272",97.7,"42,146,752","43,215,480","2,455,486"
IDP4282,4,"46,561,470","46,562,575",97.7,"42,146,752","43,215,480","3,345,990"
AY110290,4,"46,621,073","46,621,469",100.1,"43,071,987","60,339,240",-----
IDP8269,4,"47,198,906","47,200,372",100.1,"43,071,987","60,339,240",-----
IDP7674,4,"47,590,343","47,594,982",100.1,"43,071,987","60,339,240",-----
TIDP2954,4,"50,099,691","50,101,549",100.1,"43,071,987","60,339,240",-----
IDP4709,4,"53,817,644","53,818,481",100.1,"43,071,987","60,339,240",-----
IDP4321,4,"54,094,071","54,095,216",100.1,"43,071,987","60,339,240",-----
IDP4396,4,"55,255,685","55,256,846",100.1,"43,071,987","60,339,240",-----
IDP4330,4,"55,859,228","55,860,240",100.1,"43,071,987","60,339,240",-----
IDP7407,4,"60,239,848","60,241,249",103.7,"55,743,248","66,847,192",-----
IDP5061,4,"60,357,909","60,360,619",110.6,"83,684,835","90,208,190","23,324,216"
IDP857,4,"62,659,407","62,660,239",103.7,"55,743,248","66,847,192",-----
TIDP5556,4,"63,205,152","63,206,827",110.6,"83,684,835","90,208,190","20,478,008"
mmp125,4,"65,745,444","65,745,800",103.7,"55,743,248","66,847,192",-----
IDP4371,4,"65,819,680","65,821,496",110.6,"83,684,835","90,208,190","17,863,339"
IDP521,4,"66,732,053","66,732,801",105.9,"67,690,538","75,548,657","957,737"
TIDP6433,4,"67,740,393","67,742,302",108.3,"60,339,241","66,847,192","893,201"
TIDP5724,4,"68,109,572","68,110,861",108.3,"60,339,241","66,847,192","1,262,380"
IDP7246,4,"70,354,076","70,355,494",110.6,"83,684,835","90,208,190","13,329,341"
TIDP5173,4,"70,840,900","70,842,443",108.3,"60,339,241","66,847,192","3,993,708"
IDP8968,4,"71,058,062","71,059,789",110.6,"83,684,835","90,208,190","12,625,046"
IDP7265,4,"71,064,647","71,066,628",108.3,"60,339,241","66,847,192","4,217,455"
TIDP3012,4,"72,851,937","72,852,301",110.6,"83,684,835","90,208,190","10,832,534"
TIDP5489,4,"74,594,518","74,595,823",103.7,"55,743,248","66,847,192","7,747,326"
IDP6759,4,"74,636,227","74,640,726",108.3,"60,339,241","66,847,192","7,789,035"
umc2283,4,"75,430,139","75,430,653",110.6,"83,684,835","90,208,190","8,254,182"
IDP547,4,"75,504,560","75,507,962",110.6,"83,684,835","90,208,190","8,176,873"
umc1953,4,"75,505,277","75,508,073",103.7,"55,743,248","66,847,192","8,658,085"
TIDP3484,4,"77,609,448","77,611,846",110.6,"83,684,835","90,208,190","6,072,989"
TIDP6675,4,"79,838,867","79,841,233",110.6,"83,684,835","90,208,190","3,843,602"
TIDP6651,4,"79,841,252","79,843,859",110.6,"83,684,835","90,208,190","3,840,976"
umc1511,4,"81,194,778","81,195,539",110.6,"83,684,835","90,208,190","2,489,296"
IDP8261,4,"81,524,377","81,528,183",110.6,"83,684,835","90,208,190","2,156,652"
TIDP9197,4,"82,775,635","82,777,127",110.6,"83,684,835","90,208,190","907,708"
TIDP6178,4,"83,787,069","83,788,131",111.3,"141,896,215","144,112,060","58,108,084"
mmp78,4,"89,097,778","89,098,083",110.6,"83,684,835","90,208,190",-----
IDP2425,4,"90,198,013","90,199,045",108.3,"60,339,241","66,847,192","23,350,821"
IDP860,4,"90,198,103","90,199,045",111.3,"141,896,215","144,112,060","51,697,170"
IDP8492,4,"96,309,977","96,311,957",110.6,"83,684,835","90,208,190","6,101,787"
umc1791,4,"96,312,190","96,312,846",111.3,"141,896,215","144,112,060","45,583,369"
IDP8024,4,"96,608,506","96,609,931",110.6,"83,684,835","90,208,190","6,400,316"
TIDP5313,4,"109,526,193","109,528,388",111.3,"141,896,215","144,112,060","32,367,827"
TIDP6200,4,"110,096,737","110,097,857",110.6,"83,684,835","90,208,190","19,888,547"
TIDP6340,4,"111,234,530","111,236,583",110.6,"83,684,835","90,208,190","21,026,340"
TIDP2648,4,"112,873,914","112,874,733",110.6,"83,684,835","90,208,190","22,665,724"
IDP4918,4,"112,892,973","112,894,731",110.6,"83,684,835","90,208,190","22,684,783"
mmp86,4,"114,274,405","114,274,773",110.6,"83,684,835","90,208,190","24,066,215"
TIDP6473,4,"114,279,185","114,281,938",110.6,"83,684,835","90,208,190","24,070,995"
bnlg1755,4,"118,324,214","118,324,906",111.3,"141,896,215","144,112,060","23,571,309"
IDP216,4,"118,834,273","118,834,843",111.3,"141,896,215","144,112,060","23,061,372"
mmp140,4,"119,471,782","119,472,438",111.3,"141,896,215","144,112,060","22,423,777"
IDP8168,4,"123,334,596","123,336,766",110.6,"83,684,835","90,208,190","33,126,406"
IDP8669,4,"123,590,285","123,592,253",111.3,"141,896,215","144,112,060","18,303,962"
TIDP5493,4,"124,134,651","124,135,540",111.3,"141,896,215","144,112,060","17,760,675"
IDP3842,4,"124,789,244","124,789,934",111.3,"141,896,215","144,112,060","17,106,281"
TIDP5675,4,"124,953,947","124,955,224",110.6,"83,684,835","90,208,190","34,745,757"
TIDP6387,4,"130,518,073","130,519,301",110.6,"83,684,835","90,208,190","40,309,883"
IDP7447,4,"134,622,582","134,624,701",111.3,"141,896,215","144,112,060","7,271,514"
TIDP6146,4,"134,836,231","134,837,420",110.6,"83,684,835","90,208,190","44,628,041"
umc1142,4,"135,312,374","135,313,078",111.3,"141,896,215","144,112,060","6,583,137"
umc1346,4,"136,066,838","136,069,486",111.3,"141,896,215","144,112,060","5,826,729"
mmp155,4,"136,067,795","136,068,409",111.3,"141,896,215","144,112,060","5,827,806"
TIDP3693,4,"136,068,157","136,071,495",111.3,"141,896,215","144,112,060","5,824,720"
TIDP3544,4,"136,069,009","136,071,492",111.3,"141,896,215","144,112,060","5,824,723"
IDP161,4,"137,567,969","137,568,412",110.6,"83,684,835","90,208,190","47,359,779"
IDP636,4,"137,983,577","137,985,559",111.3,"141,896,215","144,112,060","3,910,656"
IDP7671,4,"138,576,696","138,577,751",110.6,"83,684,835","90,208,190","48,368,506"
IDP6825,4,"138,630,064","138,630,698",111.3,"141,896,215","144,112,060","3,265,517"
IDP8117,4,"138,963,032","138,965,061",110.6,"83,684,835","90,208,190","48,754,842"
IDP5942,4,"139,013,939","139,015,020",111.3,"141,896,215","144,112,060","2,881,195"
TIDP2920,4,"139,439,048","139,442,065",110.6,"83,684,835","90,208,190","49,230,858"
TIDP6546,4,"139,981,873","139,986,669",111.3,"141,896,215","144,112,060","1,909,546"
TIDP3407,4,"140,701,447","140,702,379",111.3,"141,896,215","144,112,060","1,193,836"
IDP642,4,"141,278,259","141,281,027",110.6,"83,684,835","90,208,190","51,070,069"
IDP4168b,4,"141,950,076","141,952,010",110.6,"83,684,835","90,208,190","51,741,886"
umc1702,4,"142,342,610","142,343,300",111.3,"141,896,215","144,112,060",-----
TIDP6331,4,"142,657,396","142,659,716",111.3,"141,896,215","144,112,060",-----
IDP4294,4,"143,082,384","143,085,660",111.3,"141,896,215","144,112,060",-----
IDP7924,4,"143,086,756","143,089,457",111.3,"141,896,215","144,112,060",-----
TIDP3002,4,"144,043,136","144,045,175",111.3,"141,896,215","144,112,060",-----
AY110355,4,"144,044,042","144,044,347",114.1,"145,959,145","151,578,304","1,914,798"
AY110562,4,"144,840,065","144,840,886",114.1,"145,959,145","151,578,304","1,118,259"
TIDP6394,4,"145,396,014","145,397,012",111.3,"141,896,215","144,112,060","1,283,954"
TIDP3706,4,"145,622,064","145,624,715",111.3,"141,896,215","144,112,060","1,510,004"
IDP3892,4,"145,705,804","145,708,965",114.1,"145,959,145","151,578,304","250,180"
IDP7547,4,"145,729,768","145,733,611",114.1,"145,959,145","151,578,304","225,534"
IDP4316,4,"145,922,654","145,923,620",111.3,"141,896,215","144,112,060","1,810,594"
IDP2421,4,"146,059,822","146,061,127",111.3,"141,896,215","144,112,060","1,947,762"
mmp74,4,"146,396,064","146,396,332",114.1,"145,959,145","151,578,304",-----
TIDP6089,4,"146,532,388","146,533,666",114.1,"145,959,145","151,578,304",-----
IDP7950,4,"147,010,590","147,012,545",114.1,"145,959,145","151,578,304",-----
IDPCP106056,4,"147,202,386","147,203,973",114.1,"145,959,145","151,578,304",-----
IDP7981,4,"147,586,061","147,588,339",114.1,"145,959,145","151,578,304",-----
IDP4548,4,"147,601,684","147,603,099",114.1,"145,959,145","151,578,304",-----
umc2284,4,"148,017,590","148,020,116",114.1,"145,959,145","151,578,304",-----
IDP8360,4,"148,424,199","148,428,959",114.1,"145,959,145","151,578,304",-----
TIDP5519,4,"149,201,283","149,202,600",114.1,"145,959,145","151,578,304",-----
TIDP3363,4,"151,537,875","151,539,321",114.9,"149,157,908","152,040,362",-----
IDP6009,4,"151,938,547","151,939,743",117,"153,989,152","154,536,848","2,049,409"
IDP2418,4,"152,476,372","152,477,256",117,"153,989,152","154,536,848","1,511,896"
TIDP5165,4,"152,522,064","152,524,189",117,"153,989,152","154,536,848","1,464,963"
IDP6728,4,"153,469,862","153,471,101",117,"153,989,152","154,536,848","518,051"
IDP4280,4,"153,530,862","153,533,343",114.9,"149,157,908","152,040,362","1,490,500"
IDP4737,4,"153,648,028","153,649,200",117,"153,989,152","154,536,848","339,952"
TIDP5618,4,"153,770,346","153,773,434",117,"153,989,152","154,536,848","215,718"
IDP8469,4,"154,107,448","154,108,628",114.9,"149,157,908","152,040,362","2,067,086"
IDP7542,4,"154,264,148","154,264,885",117,"153,989,152","154,536,848",-----
TIDP8763,4,"154,420,078","154,424,301",118.6,"154,207,400","155,835,423",-----
IDP852,4,"154,624,926","154,627,173",118.6,"154,207,400","155,835,423",-----
IDP1684,4,"155,380,989","155,381,892",118.6,"154,207,400","155,835,423",-----
IDP1989,4,"155,381,126","155,381,883",118.6,"154,207,400","155,835,423",-----
IDP1943,4,"155,382,000","155,382,579",118.6,"154,207,400","155,835,423",-----
IDP8270,4,"155,826,209","155,828,079",120.1,"155,678,769","157,051,034",-----
IDP444,4,"155,828,832","155,830,295",118.6,"154,207,400","155,835,423",-----
TIDP2971,4,"155,831,889","155,834,753",120.1,"155,678,769","157,051,034",-----
TIDP5716,4,"156,182,275","156,183,127",120.1,"155,678,769","157,051,034",-----
IDP270,4,"156,516,230","156,518,618",120.1,"155,678,769","157,051,034",-----
IDP8534,4,"156,717,281","156,718,884",120.1,"155,678,769","157,051,034",-----
mmp176,4,"156,932,173","156,932,595",120.1,"155,678,769","157,051,034",-----
IDP2466,4,"156,956,575","156,958,294",120.1,"155,678,769","157,051,034",-----
IDP2349,4,"156,993,050","156,993,780",122.4,"157,544,090","158,242,768","550,310"
IDP1667,4,"157,555,081","157,556,522",122.4,"157,544,090","158,242,768",-----
TIDP3018,4,"157,609,329","157,610,584",120.1,"155,678,769","157,051,034","558,295"
AY110310,4,"157,609,394","157,609,682",122.4,"157,544,090","158,242,768",-----
TIDP7090,4,"157,609,652","157,614,219",120.1,"155,678,769","157,051,034","558,618"
IDP8298,4,"158,200,519","158,201,846",125.6,"157,544,090","158,427,739",-----
IDP799,4,"158,299,993","158,300,344",127.7,"158,980,076","163,130,361","679,732"
IDP7372,4,"158,493,801","158,495,444",125.6,"157,544,090","158,427,739","66,062"
IDP600,4,"158,993,503","158,996,249",125.6,"157,544,090","158,427,739","565,764"
IDP8386,4,"159,562,556","159,569,843",127.7,"158,980,076","163,130,361",-----
IDP4270,4,"159,828,841","159,831,292",127.7,"158,980,076","163,130,361",-----
IDP8476,4,"159,883,144","159,885,145",127.7,"158,980,076","163,130,361",-----
IDP851,4,"160,338,103","160,342,980",127.7,"158,980,076","163,130,361",-----
TIDP3101,4,"162,903,780","162,908,119",129.8,"160,279,269","166,915,798",-----
IDP4759,4,"166,912,300","166,914,055",134.3,"162,885,280","167,080,570",-----
IDP4994,4,"167,021,584","167,023,627",134.3,"162,885,280","167,080,570",-----
IDP8497,4,"167,038,722","167,039,747",134.3,"162,885,280","167,080,570",-----
IDP6586,4,"167,069,951","167,078,822",135.7,"166,915,799","167,232,230",-----
IDP7036,4,"167,069,951","167,078,822",135.7,"166,915,799","167,232,230",-----
TIDP3545,4,"167,188,481","167,190,800",136.7,"170,762,442","171,708,507","3,571,642"
IDP7922,4,"167,399,739","167,402,835",136.7,"170,762,442","171,708,507","3,359,607"
TIDP8850,4,"168,989,287","168,991,370",135.7,"166,915,799","167,232,230","1,757,057"
IDP6964,4,"169,548,566","169,550,068",136.7,"170,762,442","171,708,507","1,212,374"
TIDP7116,4,"169,557,862","169,558,710",136.7,"170,762,442","171,708,507","1,203,732"
TIDP6684,4,"170,713,100","170,713,945",136.7,"170,762,442","171,708,507","48,497"
TIDP6115,4,"170,806,084","170,808,139",135.7,"166,915,799","167,232,230","3,573,854"
IDP4074,4,"171,036,490","171,037,920",136.7,"170,762,442","171,708,507",-----
TIDP2840,4,"171,630,376","171,635,203",136.7,"170,762,442","171,708,507",-----
IDP8258,4,"171,637,984","171,639,305",138.4,"171,708,508","172,572,354","69,203"
IDP3905,4,"171,770,438","171,773,298",136.7,"170,762,442","171,708,507","61,931"
TIDP2986,4,"172,527,829","172,530,718",141.7,"171,579,255","173,318,462",-----
umc2038,4,"172,796,153","172,796,756",141.7,"171,579,255","173,318,462",-----
IDP4515,4,"173,188,872","173,190,549",143.1,"173,121,781","173,471,018",-----
TIDP3563,4,"173,314,351","173,316,987",141.7,"171,579,255","173,318,462",-----
IDP8482,4,"173,367,543","173,370,506",143.1,"173,121,781","173,471,018",-----
umc19,4,"173,459,597","173,459,948",143.9,"173,318,463","174,091,111",-----
IDP1671,4,"173,932,240","173,933,233",143.9,"173,318,463","174,091,111",-----
IDP1421,4,"173,989,151","173,993,241",146.8,"173,915,604","177,558,650",-----
IDP7522,4,"174,049,904","174,052,108",145.8,"173,915,604","174,091,111",-----
IDP7898,4,"177,339,850","177,346,699",150.3,"173,915,604","178,746,303",-----
IDP7911,4,"178,589,669","178,594,274",152.4,"177,337,195","179,689,638",-----
IDP7912,4,"178,665,118","178,666,009",152.4,"177,337,195","179,689,638",-----
umc1775,4,"179,624,891","179,627,372",154.6,"178,566,197","179,875,679",-----
IDP8587,4,"179,770,552","179,771,928",155,"179,552,081","179,875,679",-----
IDP7899,4,"179,789,045","179,795,723",156.1,"179,742,246","179,875,679",-----
IDP1980,4,"179,799,504","179,802,361",156.8,"179,742,246","181,394,039",-----
AY109534,4,"181,229,516","181,230,035",162.1,"179,742,246","181,535,441",-----
IDP7306,4,"181,417,057","181,422,024",162.1,"179,742,246","181,535,441",-----
IDP7504,4,"181,424,008","181,427,358",164.1,"181,394,040","184,041,365",-----
IDP7901,4,"181,526,018","181,530,375",164.1,"181,394,040","184,041,365",-----
IDP8084,4,"181,792,129","181,792,966",164.1,"181,394,040","184,041,365",-----
gol1,4,"181,961,581","181,962,198",165.7,"184,569,534","184,802,864","2,607,336"
TIDP5498,4,"182,178,499","182,179,435",165.7,"184,569,534","184,802,864","2,390,099"
TIDP2702,4,"183,210,606","183,211,245",165.7,"184,569,534","184,802,864","1,358,289"
TIDP2929,4,"183,395,862","183,397,840",165.7,"184,569,534","184,802,864","1,171,694"
IDP6767,4,"183,943,045","183,944,107",165.2,"181,677,467","182,126,296","1,816,749"
bnlg2244,4,"184,746,297","184,746,926",166.8,"183,358,674","185,569,074",-----
IDP1492,4,"184,781,365","184,783,932",165.2,"181,677,467","182,126,296","2,655,069"
TIDP3231,4,"184,892,818","184,893,741",166.8,"183,358,674","185,569,074",-----
bnlg2162,4,"185,555,956","185,556,640",167.9,"184,802,865","185,887,475",-----
IDP100,4,"185,627,028","185,627,532",167.9,"184,802,865","185,887,475",-----
IDP4161,4,"185,713,125","185,715,774",169.7,"185,709,080","186,205,340",-----
AY112127,4,"185,731,904","185,732,382",167.9,"184,802,865","185,887,475",-----
TIDP8813,4,"185,732,326","185,734,124",169.7,"185,732,326","185,734,124",-----
TIDP3747,4,"186,162,723","186,164,314",170.1,"185,709,080","187,396,884",-----
IDP8419,4,"186,479,986","186,484,701",172.5,"187,212,988","190,107,550","728,287"
IDP8294,4,"186,588,242","186,593,142",170.1,"185,709,080","187,396,884",-----
TIDP5700,4,"186,669,646","186,670,977",170.1,"185,709,080","187,396,884",-----
IDP276,4,"186,848,070","186,851,282",170.1,"185,709,080","187,396,884",-----
TIDP9194,4,"187,294,856","187,295,252",171.1,"186,374,650","187,020,872","273,984"
IDP4308,4,"188,201,076","188,202,356",172.5,"187,212,988","190,107,550",-----
AY110631,4,"188,203,557","188,203,879",172.5,"187,212,988","190,107,550",-----
IDP7593,4,"189,369,037","189,370,134",172.5,"187,212,988","190,107,550",-----
IDP6837,4,"189,808,554","189,812,148",172.5,"187,212,988","190,107,550",-----
TIDP9145,4,"190,052,132","190,055,779",174.3,"189,782,049","190,759,639",-----
IDP7807,4,"190,607,674","190,610,908",174.8,"190,963,659","192,860,098","352,751"
TIDP3510,4,"190,859,065","190,862,285",174.8,"190,963,659","192,860,098","101,374"
IDP7288,4,"191,044,122","191,045,186",174.3,"189,782,049","190,759,639","284,483"
IDP7172,4,"192,728,073","192,730,644",179.5,"190,778,553","195,060,687",-----
IDP6613,4,"193,022,275","193,023,621",182.4,"199,782,340","200,389,889","6,758,719"
TIDP5480,4,"193,346,447","193,347,979",179.5,"190,778,553","195,060,687",-----
TIDP5751,4,"193,352,960","193,355,495",179.5,"190,778,553","195,060,687",-----
IDP7300,4,"194,213,917","194,214,720",182.4,"199,782,340","200,389,889","5,567,620"
IDP4502,4,"195,008,685","195,010,525",180.8,"193,324,918","196,541,130",-----
AY110989,4,"195,327,363","195,329,037",180.8,"193,324,918","196,541,130",-----
AY109980,4,"195,538,982","195,539,304",180.8,"193,324,918","196,541,130",-----
TIDP4559,4,"195,619,836","195,620,699",182.4,"199,782,340","200,389,889","4,161,641"
TIDP3740,4,"196,088,184","196,091,139",182.4,"199,782,340","200,389,889","3,691,201"
IDP867,4,"196,466,765","196,469,972",182.4,"199,782,340","200,389,889","3,312,368"
TIDP3738,4,"196,513,249","196,515,093",181.7,"193,018,073","196,965,219",-----
AY105971,4,"196,903,960","196,904,752",180.8,"193,324,918","196,541,130","362,830"
TIDP3619,4,"196,903,980","196,905,209",182.4,"199,782,340","200,389,889","2,877,131"
IDP7330,4,"197,363,120","197,365,355",181.7,"193,018,073","196,965,219","397,901"
umc1132,4,"197,527,433","197,530,130",181.7,"193,018,073","196,965,219","562,214"
mmp178,4,"198,376,099","198,376,256",181.7,"193,018,073","196,965,219","1,410,880"
TIDP5755,4,"198,401,908","198,403,881",181.7,"193,018,073","196,965,219","1,436,689"
IDP307,4,"198,563,283","198,566,737",181.7,"193,018,073","196,965,219","1,598,064"
IDP4885,4,"198,869,665","198,871,008",181.7,"193,018,073","196,965,219","1,904,446"
IDP5984,4,"198,915,353","198,916,619",182.4,"199,782,340","200,389,889","865,721"
IDP7525,4,"199,278,157","199,283,266",182.4,"199,782,340","200,389,889","499,074"
TIDP5803,4,"199,589,321","199,591,043",182.4,"199,782,340","200,389,889","191,297"
TIDP2696,4,"199,784,714","199,786,531",182.4,"199,782,340","200,389,889",-----
TIDP5745,4,"199,786,456","199,788,610",182.4,"199,782,340","200,389,889",-----
umc2286,4,"199,800,369","199,801,658",181.7,"193,018,073","196,965,219","2,835,150"
TIDP5680,4,"199,935,069","199,940,309",182.4,"199,782,340","200,389,889",-----
IDP2357,4,"199,935,069","199,940,309",182.4,"199,782,340","200,389,889",-----
IDP4067,4,"200,141,356","200,144,895",182.4,"199,782,340","200,389,889",-----
TIDP3338,4,"200,188,613","200,192,444",182.4,"199,782,340","200,389,889",-----
IDP7805,4,"200,309,222","200,310,606",182.4,"199,782,340","200,389,889",-----
IDP4777,4,"200,313,554","200,317,034",184.3,"200,243,865","200,557,972",-----
IDP3840,4,"200,538,628","200,541,284",186.7,"200,243,865","200,873,710",-----
TIDP2703,4,"200,829,409","200,829,916",188.5,"201,912,170","202,242,311","1,082,254"
TIDP3620,4,"200,839,084","200,839,910",188.5,"201,912,170","202,242,311","1,072,260"
IDP324,4,"201,354,594","201,355,412",188.5,"201,912,170","202,242,311","556,758"
IDP7636,4,"202,039,648","202,040,159",186.7,"200,243,865","200,873,710","1,165,938"
TIDP8888,4,"202,222,437","202,225,753",189.9,"202,067,973","207,684,915",-----
TIDP2940,4,"202,223,243","202,223,704",188.5,"201,912,170","202,242,311",-----
IDP7730,4,"202,225,711","202,227,078",189.9,"202,067,973","207,684,915",-----
TIDP6711,4,"202,519,007","202,520,619",189.9,"202,067,973","207,684,915",-----
IDP8537,4,"204,266,729","204,271,091",189.9,"202,067,973","207,684,915",-----
IDP113,4,"204,274,565","204,276,219",189.9,"202,067,973","207,684,915",-----
TIDP5478,4,"204,599,531","204,601,764",189.9,"202,067,973","207,684,915",-----
AY110170,4,"204,599,750","204,600,690",189.9,"202,067,973","207,684,915",-----
TIDP6317,4,"207,531,549","207,534,376",190.3,"209,542,075","213,796,220","2,007,699"
TIDP6451,4,"209,585,384","209,587,011",190.8,"215,389,863","216,366,952","5,802,852"
TIDP2973,4,"209,799,859","209,800,515",190.8,"215,389,863","216,366,952","5,589,348"
IDP8280,4,"209,975,848","209,977,671",189.9,"202,067,973","207,684,915","2,290,933"
IDP6965,4,"210,751,291","210,753,115",189.9,"202,067,973","207,684,915","3,066,376"
IDP8725,4,"211,297,386","211,298,252",190.3,"209,542,075","213,796,220",-----
IDP4926,4,"212,404,346","212,405,182",190.3,"209,542,075","213,796,220",-----
TIDP8836,4,"212,595,553","212,597,952",190.3,"209,542,075","213,796,220",-----
IDP4476,4,"213,382,788","213,383,639",190.8,"215,389,863","216,366,952","2,006,224"
IDP513,4,"213,778,386","213,780,528",189.9,"202,067,973","207,684,915","6,093,471"
IDP7752,4,"213,780,571","213,782,732",189.9,"202,067,973","207,684,915","6,095,656"
umc2139,4,"213,964,851","213,965,084",190.8,"215,389,863","216,366,952","1,424,779"
IDP5957,4,"215,472,633","215,474,009",190.3,"209,542,075","213,796,220","1,676,413"
TIDP5728,4,"216,251,753","216,252,802",192.1,"213,958,714","217,843,884",-----
IDP9051,4,"216,444,700","216,446,363",192.1,"213,958,714","217,843,884",-----
IDP1422,4,"217,521,376","217,523,637",194.6,"217,639,659","223,976,317","116,022"
IDP733,4,"217,521,398","217,523,557",194.6,"217,639,659","223,976,317","116,102"
IDP5028,4,"217,805,316","217,806,480",193.2,"216,366,953","217,639,658","165,658"
TIDP3502,4,"217,910,275","217,913,142",194.6,"217,639,659","223,976,317",-----
IDP4763,4,"218,313,670","218,314,986",194.6,"217,639,659","223,976,317",-----
IDP8742,4,"218,996,915","218,999,054",194.6,"217,639,659","223,976,317",-----
TIDP6424,4,"219,144,441","219,147,714",194.6,"217,639,659","223,976,317",-----
TIDP2775,4,"219,335,470","219,337,298",194.6,"217,639,659","223,976,317",-----
TIDP8790,4,"219,581,132","219,583,308",194.6,"217,639,659","223,976,317",-----
IDPC293,4,"220,509,873","220,512,207",194.6,"217,639,659","223,976,317",-----
IDP389,4,"220,610,534","220,610,868",194.6,"217,639,659","223,976,317",-----
umc1999,4,"220,661,626","220,662,372",194.6,"217,639,659","223,976,317",-----
umc1940,4,"220,661,626","220,662,372",194.6,"217,639,659","223,976,317",-----
IDP8171,4,"222,700,583","222,702,185",194.6,"217,639,659","223,976,317",-----
IDP9137,4,"222,712,126","222,713,889",194.6,"217,639,659","223,976,317",-----
IDP7559,4,"223,438,985","223,440,348",194.6,"217,639,659","223,976,317",-----
TIDP3351,4,"223,872,426","223,876,044",195,"223,425,688","224,721,573",-----
IDP4840,4,"224,240,449","224,241,198",195,"223,425,688","224,721,573",-----
TIDP5766,4,"224,663,296","224,665,072",196.8,"224,098,271","225,801,290",-----
IDP7415,4,"224,879,943","224,880,654",196.8,"224,098,271","225,801,290",-----
IDP210,4,"225,711,898","225,712,504",197.9,"224,721,574","228,653,485",-----
IDP1621,4,"227,272,684","227,273,232",197.9,"224,721,574","228,653,485",-----
IDP7418,4,"228,011,299","228,013,137",197.9,"224,721,574","228,653,485",-----
IDP666,4,"228,643,504","228,646,232",201.8,"227,966,702","231,469,493",-----
TIDP3561,4,"228,661,595","228,663,494",201.8,"227,966,702","231,469,493",-----
IDP4984,4,"229,056,576","229,057,854",201.8,"227,966,702","231,469,493",-----
